CC Task Create Date,CC Order ID,CC Task ID,SKU ID,Location ID,CC Task Status,CC Task Create Time,CC Task Finish Time,Source From,CC Task Stage,SKU Diff Order,On Hand Qty,Scanned Qty,Diff Qty,Diff Qty (ABS)
2026-05-03,CCBRFPE12605030116,CCTBRFPE12605030153,43360361629_295871085866,BRFPE1-HS36-01-12-1-002,DONE,2026-05-03 01:24:12,2026-05-03 01:25:06,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030116,CCTBRFPE12605030153,43672582930_271837209761,BRFPE1-HS36-01-12-1-002,DONE,2026-05-03 01:24:12,2026-05-03 01:25:06,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030116,CCTBRFPE12605030153,42350212821_265018049902,BRFPE1-HS36-01-12-1-002,DONE,2026-05-03 01:24:12,2026-05-03 01:25:06,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030116,CCTBRFPE12605030155,43672582930_271837209761,BRFPE1-HS36-01-12-1-002,DONE,2026-05-03 01:25:06,2026-05-03 05:25:55,ManualCreation,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030156,26288068243_290529505334,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:25:13,2026-05-03 01:29:11,ManualCreation,1,Y,2,0,-2,2
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030160,42657201384_305609290221,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:29:11,2026-05-03 05:19:15,ManualCreation,2,Y,0,12,12,12
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030156,40509453311_415569139617,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:25:13,2026-05-03 01:29:11,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030156,26631627149_224031329454,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:25:13,2026-05-03 01:29:11,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030156,47003254476_355311953515,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:25:13,2026-05-03 01:29:11,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030160,26288068243_290529505334,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:29:11,2026-05-03 05:19:15,ManualCreation,2,Y,2,0,-2,2
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030156,28492730726_266904607200,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:25:13,2026-05-03 01:29:11,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030117,CCTBRFPE12605030160,41106320847_305529506170,BRFPE1-HS36-01-12-1-001,DONE,2026-05-03 01:29:11,2026-05-03 05:19:15,ManualCreation,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030118,CCTBRFPE12605030157,27766766062_233428556738,BRFPE1-A2-30-01-3-147,DONE,2026-05-03 01:25:27,2026-05-03 02:51:35,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030119,CCTBRFPE12605030168,41769095981_261565650709,BRFPE1-HS35-01-05-2-002,DONE,2026-05-03 01:38:12,2026-05-03 04:31:12,ManualCreation,2,N,15,15,0,0
2026-05-03,CCBRFPE12605030119,CCTBRFPE12605030168,44755051574_350463509844,BRFPE1-HS35-01-05-2-002,DONE,2026-05-03 01:38:12,2026-05-03 04:31:12,ManualCreation,2,N,15,15,0,0
2026-05-03,CCBRFPE12605030119,CCTBRFPE12605030158,41769095981_261565650709,BRFPE1-HS35-01-05-2-002,DONE,2026-05-03 01:26:08,2026-05-03 01:38:12,ManualCreation,1,Y,15,0,-15,15
2026-05-03,CCBRFPE12605030119,CCTBRFPE12605030158,44755051574_350463509844,BRFPE1-HS35-01-05-2-002,DONE,2026-05-03 01:26:08,2026-05-03 01:38:12,ManualCreation,1,Y,15,0,-15,15
2026-05-03,CCBRFPE12605030120,CCTBRFPE12605030210,26232443857_224062774522,BRFPE1-A2-30-01-3-087,DONE,2026-05-03 02:50:43,2026-05-03 02:50:50,OBPicking,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030120,CCTBRFPE12605030159,26232443857_224062774522,BRFPE1-A2-30-01-3-087,DONE,2026-05-03 01:28:39,2026-05-03 02:50:43,OBPicking,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,42850359816_290029384495,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,Y,2,0,-2,2
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030162,26086484379_280029402452,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:31:17,2026-05-03 05:15:46,ManualCreation,2,N,6,6,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,54556543680_292424020026,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030162,40153333072_285277173973,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:31:17,2026-05-03 05:15:46,ManualCreation,2,N,3,3,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,26086484379_280029402452,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,Y,6,8,2,2
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,42657201384_305609290221,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030162,42850359816_290029384495,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:31:17,2026-05-03 05:15:46,ManualCreation,2,N,2,2,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,44150859958_290069136867,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030121,CCTBRFPE12605030161,46254062332_375384383108,BRFPE1-HS36-01-10-1-002,DONE,2026-05-03 01:29:48,2026-05-03 01:31:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030122,CCTBRFPE12605030163,26931289538_243024544368,BRFPE1-HS36-01-10-2-002,DONE,2026-05-03 01:31:31,2026-05-03 01:32:38,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030122,CCTBRFPE12605030163,43674165085_276961459669,BRFPE1-HS36-01-10-2-002,DONE,2026-05-03 01:31:31,2026-05-03 01:32:38,ManualCreation,1,N,10,10,0,0
2026-05-03,CCBRFPE12605030123,CCTBRFPE12605030164,45005239870_440477932273,BRFPE1-A2-28-01-2-181,DONE,2026-05-03 01:31:58,2026-05-03 02:58:15,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030124,CCTBRFPE12605030165,43725854386_277096108840,BRFPE1-A2-33-01-3-058,DONE,2026-05-03 01:32:23,2026-05-03 02:53:06,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030125,CCTBRFPE12605030166,42154981413_280421593758,BRFPE1-HS36-01-10-1-001,DONE,2026-05-03 01:32:45,2026-05-03 01:35:07,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030125,CCTBRFPE12605030166,44254188481_177204220582,BRFPE1-HS36-01-10-1-001,DONE,2026-05-03 01:32:45,2026-05-03 01:35:07,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030125,CCTBRFPE12605030166,47054684808_430434641046,BRFPE1-HS36-01-10-1-001,DONE,2026-05-03 01:32:45,2026-05-03 01:35:07,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030125,CCTBRFPE12605030166,41970811001_261698240331,BRFPE1-HS36-01-10-1-001,DONE,2026-05-03 01:32:45,2026-05-03 01:35:07,ManualCreation,1,N,6,6,0,0
2026-05-03,CCBRFPE12605030126,CCTBRFPE12605030172,28470942318_285004906451,BRFPE1-HS36-01-10-2-001,DONE,2026-05-03 01:39:09,2026-05-03 05:09:13,ManualCreation,2,Y,4,5,1,1
2026-05-03,CCBRFPE12605030126,CCTBRFPE12605030167,40953371500_265280779998,BRFPE1-HS36-01-10-2-001,DONE,2026-05-03 01:37:14,2026-05-03 01:39:09,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030126,CCTBRFPE12605030167,28470942318_285004906451,BRFPE1-HS36-01-10-2-001,DONE,2026-05-03 01:37:14,2026-05-03 01:39:09,ManualCreation,1,Y,4,5,1,1
2026-05-03,CCBRFPE12605030126,CCTBRFPE12605030167,55250060679_410004572513,BRFPE1-HS36-01-10-2-001,DONE,2026-05-03 01:37:14,2026-05-03 01:39:09,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030126,CCTBRFPE12605030172,40953371500_265280779998,BRFPE1-HS36-01-10-2-001,DONE,2026-05-03 01:39:09,2026-05-03 05:09:13,ManualCreation,2,N,1,1,0,0
2026-05-03,CCBRFPE12605030127,CCTBRFPE12605030169,26981294089_198364203140,BRFPE1-HS35-01-07-2-001,DONE,2026-05-03 01:38:18,2026-05-03 01:38:47,ManualCreation,1,Y,13,12,-1,1
2026-05-03,CCBRFPE12605030127,CCTBRFPE12605030170,26981294089_198364203140,BRFPE1-HS35-01-07-2-001,DONE,2026-05-03 01:38:47,2026-05-03 04:20:48,ManualCreation,2,Y,13,12,-1,1
2026-05-03,CCBRFPE12605030128,CCTBRFPE12605030174,53452100080_282201306273,BRFPE1-HS35-01-09-2-001,DONE,2026-05-03 01:39:59,2026-05-03 04:23:23,ManualCreation,2,N,20,20,0,0
2026-05-03,CCBRFPE12605030128,CCTBRFPE12605030171,53452100080_282201306273,BRFPE1-HS35-01-09-2-001,DONE,2026-05-03 01:39:07,2026-05-03 01:39:59,ManualCreation,1,Y,20,19,-1,1
2026-05-03,CCBRFPE12605030129,CCTBRFPE12605030173,41970811001_261698240331,BRFPE1-HS36-01-08-1-002,DONE,2026-05-03 01:39:20,2026-05-03 01:41:20,ManualCreation,1,N,18,18,0,0
2026-05-03,CCBRFPE12605030129,CCTBRFPE12605030173,29990345637_167277854638,BRFPE1-HS36-01-08-1-002,DONE,2026-05-03 01:39:20,2026-05-03 01:41:20,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030129,CCTBRFPE12605030173,28063635586_261199525978,BRFPE1-HS36-01-08-1-002,DONE,2026-05-03 01:39:20,2026-05-03 01:41:20,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030129,CCTBRFPE12605030173,26980053954_252927480570,BRFPE1-HS36-01-08-1-002,DONE,2026-05-03 01:39:20,2026-05-03 01:41:20,ManualCreation,1,N,11,11,0,0
2026-05-03,CCBRFPE12605030130,CCTBRFPE12605030175,43278579802_400527125193,BRFPE1-HS35-01-09-2-002,DONE,2026-05-03 01:40:04,2026-05-03 01:41:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030130,CCTBRFPE12605030175,51452094315_310205244565,BRFPE1-HS35-01-09-2-002,DONE,2026-05-03 01:40:04,2026-05-03 01:41:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030130,CCTBRFPE12605030175,46951193424_320107213473,BRFPE1-HS35-01-09-2-002,DONE,2026-05-03 01:40:04,2026-05-03 01:41:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030130,CCTBRFPE12605030175,43278579802_400527125189,BRFPE1-HS35-01-09-2-002,DONE,2026-05-03 01:40:04,2026-05-03 01:41:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030131,CCTBRFPE12605030176,40467509489_296443511080,BRFPE1-HS36-01-08-2-002,DONE,2026-05-03 01:41:32,2026-05-03 01:43:19,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030131,CCTBRFPE12605030176,44006766744_260583279619,BRFPE1-HS36-01-08-2-002,DONE,2026-05-03 01:41:32,2026-05-03 01:43:19,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030131,CCTBRFPE12605030176,44375775243_425004594274,BRFPE1-HS36-01-08-2-002,DONE,2026-05-03 01:41:32,2026-05-03 01:43:19,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030131,CCTBRFPE12605030176,43674165085_276961459669,BRFPE1-HS36-01-08-2-002,DONE,2026-05-03 01:41:32,2026-05-03 01:43:19,ManualCreation,1,N,9,9,0,0
2026-05-03,CCBRFPE12605030132,CCTBRFPE12605030177,42778392112_335493957650,BRFPE1-HS35-01-11-2-001,DONE,2026-05-03 01:41:34,2026-05-03 01:42:18,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030132,CCTBRFPE12605030177,26981294089_198364203140,BRFPE1-HS35-01-11-2-001,DONE,2026-05-03 01:41:34,2026-05-03 01:42:18,ManualCreation,1,N,12,12,0,0
2026-05-03,CCBRFPE12605030133,CCTBRFPE12605030178,41970811001_261698240331,BRFPE1-HS35-01-11-2-002,DONE,2026-05-03 01:42:41,2026-05-03 01:42:59,ManualCreation,1,N,7,7,0,0
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030182,53452100080_282201306273,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:44:57,2026-05-03 04:19:08,ManualCreation,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030179,53452100080_282201306273,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:43:05,2026-05-03 01:44:57,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030179,41769095981_261565650709,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:43:05,2026-05-03 01:44:57,ManualCreation,1,Y,10,9,-1,1
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030179,40950217670_275017434397,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:43:05,2026-05-03 01:44:57,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030179,51000055697_435004576837,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:43:05,2026-05-03 01:44:57,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030182,41769095981_261565650709,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:44:57,2026-05-03 04:19:08,ManualCreation,2,Y,10,9,-1,1
2026-05-03,CCBRFPE12605030134,CCTBRFPE12605030179,26430316141_185903382450,BRFPE1-HS35-01-13-2-001,DONE,2026-05-03 01:43:05,2026-05-03 01:44:57,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030135,CCTBRFPE12605030180,42762966380_266084734043,BRFPE1-A2-27-01-3-026,DONE,2026-05-03 01:43:13,2026-05-03 02:55:14,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,26626730140_242676295948,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,51406496568_425584339912,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,40509453311_415569139617,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030184,26626730140_242676295948,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:45:51,2026-05-03 01:50:58,ManualCreation,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,54854610776_410428434220,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,47054684808_430434641044,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,27833881643_258214237863,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030184,51406496568_425584339912,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:45:51,2026-05-03 01:50:58,ManualCreation,2,N,1,1,0,0
2026-05-03,CCBRFPE12605030136,CCTBRFPE12605030181,46055795721_310522851897,BRFPE1-HS36-01-08-1-001,DONE,2026-05-03 01:43:45,2026-05-03 01:45:51,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030137,CCTBRFPE12605030183,40453843527_29923892104,BRFPE1-HS35-01-13-2-002,DONE,2026-05-03 01:45:04,2026-05-03 01:46:57,ManualCreation,1,N,14,14,0,0
2026-05-03,CCBRFPE12605030137,CCTBRFPE12605030183,51151188108_267144903483,BRFPE1-HS35-01-13-2-002,DONE,2026-05-03 01:45:04,2026-05-03 01:46:57,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030137,CCTBRFPE12605030183,41102597468_275214536427,BRFPE1-HS35-01-13-2-002,DONE,2026-05-03 01:45:04,2026-05-03 01:46:57,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030138,CCTBRFPE12605030186,50802534300_425245804261,BRFPE1-HS35-01-15-2-001,DONE,2026-05-03 01:47:56,2026-05-03 01:50:31,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030138,CCTBRFPE12605030186,52205852461_430529549363,BRFPE1-HS35-01-15-2-001,DONE,2026-05-03 01:47:56,2026-05-03 01:50:31,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030138,CCTBRFPE12605030186,43672308560_109574458142,BRFPE1-HS35-01-15-2-001,DONE,2026-05-03 01:47:56,2026-05-03 01:50:31,ManualCreation,1,N,9,9,0,0
2026-05-03,CCBRFPE12605030138,CCTBRFPE12605030186,40503838666_39566912892,BRFPE1-HS35-01-15-2-001,DONE,2026-05-03 01:47:56,2026-05-03 01:50:31,ManualCreation,1,N,21,21,0,0
2026-05-03,CCBRFPE12605030139,CCTBRFPE12605030221,27781101119_258009147122,BRFPE1-HV-01-01-1-197,DONE,2026-05-03 03:02:06,2026-05-03 03:02:13,OBPicking,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030139,CCTBRFPE12605030187,27781101119_258009147122,BRFPE1-HV-01-01-1-197,DONE,2026-05-03 01:49:59,2026-05-03 03:02:06,OBPicking,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030140,CCTBRFPE12605030188,57455912642_292393082648,BRFPE1-HS35-01-15-2-002,DONE,2026-05-03 01:50:38,2026-05-03 01:51:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030140,CCTBRFPE12605030188,44073559347_301916066405,BRFPE1-HS35-01-15-2-002,DONE,2026-05-03 01:50:38,2026-05-03 01:51:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030140,CCTBRFPE12605030188,52301656682_405149952029,BRFPE1-HS35-01-15-2-002,DONE,2026-05-03 01:50:38,2026-05-03 01:51:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030140,CCTBRFPE12605030188,41102597468_275214536427,BRFPE1-HS35-01-15-2-002,DONE,2026-05-03 01:50:38,2026-05-03 01:51:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030141,CCTBRFPE12605030191,42175579611_292074221725,BRFPE1-HS36-01-08-2-001,DONE,2026-05-03 01:52:25,2026-05-03 04:58:56,ManualCreation,2,N,1,1,0,0
2026-05-03,CCBRFPE12605030141,CCTBRFPE12605030189,43674165085_276961459669,BRFPE1-HS36-01-08-2-001,DONE,2026-05-03 01:51:22,2026-05-03 01:52:25,ManualCreation,1,Y,7,1,-6,6
2026-05-03,CCBRFPE12605030141,CCTBRFPE12605030189,42175579611_292074221725,BRFPE1-HS36-01-08-2-001,DONE,2026-05-03 01:51:22,2026-05-03 01:52:25,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030141,CCTBRFPE12605030191,43674165085_276961459669,BRFPE1-HS36-01-08-2-001,DONE,2026-05-03 01:52:25,2026-05-03 04:58:56,ManualCreation,2,N,7,7,0,0
2026-05-03,CCBRFPE12605030142,CCTBRFPE12605030190,55300946234_272131467601,BRFPE1-HS35-01-17-2-001,DONE,2026-05-03 01:51:46,2026-05-03 01:53:05,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030142,CCTBRFPE12605030190,47050432668_410038407605,BRFPE1-HS35-01-17-2-001,DONE,2026-05-03 01:51:46,2026-05-03 01:53:05,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030143,CCTBRFPE12605030192,26423115679_178654455818,BRFPE1-HS36-01-06-2-002,DONE,2026-05-03 01:52:32,2026-05-03 01:53:50,ManualCreation,1,N,6,6,0,0
2026-05-03,CCBRFPE12605030143,CCTBRFPE12605030192,44006766744_260583279619,BRFPE1-HS36-01-06-2-002,DONE,2026-05-03 01:52:32,2026-05-03 01:53:50,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030143,CCTBRFPE12605030192,28626618096_109403175664,BRFPE1-HS36-01-06-2-002,DONE,2026-05-03 01:52:32,2026-05-03 01:53:50,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030144,CCTBRFPE12605030193,44708649473_415765460558,BRFPE1-HS35-01-17-2-002,DONE,2026-05-03 01:53:12,2026-05-03 01:54:05,ManualCreation,1,N,8,8,0,0
2026-05-03,CCBRFPE12605030144,CCTBRFPE12605030193,29386569842_280070822225,BRFPE1-HS35-01-17-2-002,DONE,2026-05-03 01:53:12,2026-05-03 01:54:05,ManualCreation,1,N,6,6,0,0
2026-05-03,CCBRFPE12605030144,CCTBRFPE12605030193,42623567898_276915883268,BRFPE1-HS35-01-17-2-002,DONE,2026-05-03 01:53:12,2026-05-03 01:54:05,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030145,CCTBRFPE12605030197,41573420118_281904062686,BRFPE1-HS36-01-06-1-002,DONE,2026-05-03 01:54:27,2026-05-03 05:00:54,ManualCreation,2,N,4,4,0,0
2026-05-03,CCBRFPE12605030145,CCTBRFPE12605030194,28739169325_305871084602,BRFPE1-HS36-01-06-1-002,DONE,2026-05-03 01:53:56,2026-05-03 01:54:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030145,CCTBRFPE12605030194,41573420118_281904062686,BRFPE1-HS36-01-06-1-002,DONE,2026-05-03 01:53:56,2026-05-03 01:54:27,ManualCreation,1,Y,4,2,-2,2
2026-05-03,CCBRFPE12605030145,CCTBRFPE12605030194,41260354974_265871696853,BRFPE1-HS36-01-06-1-002,DONE,2026-05-03 01:53:56,2026-05-03 01:54:27,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030146,CCTBRFPE12605030195,42373420898_244006124041,BRFPE1-A2-25-01-3-107,DONE,2026-05-03 01:54:03,2026-05-03 02:56:47,OBPicking,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030146,CCTBRFPE12605030213,42373420898_244006124041,BRFPE1-A2-25-01-3-107,DONE,2026-05-03 02:56:47,2026-05-03 02:57:32,OBPicking,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030147,CCTBRFPE12605030199,40669229961_296576561580,BRFPE1-HS35-01-19-2-001,DONE,2026-05-03 01:55:57,2026-05-03 04:14:48,ManualCreation,2,Y,13,12,-1,1
2026-05-03,CCBRFPE12605030147,CCTBRFPE12605030196,29431203701_248017051270,BRFPE1-HS35-01-19-2-001,DONE,2026-05-03 01:54:12,2026-05-03 01:55:57,ManualCreation,1,N,9,9,0,0
2026-05-03,CCBRFPE12605030147,CCTBRFPE12605030196,40669229961_296576561580,BRFPE1-HS35-01-19-2-001,DONE,2026-05-03 01:54:12,2026-05-03 01:55:57,ManualCreation,1,Y,14,13,-1,1
2026-05-03,CCBRFPE12605030147,CCTBRFPE12605030196,57455912639_325535062289,BRFPE1-HS35-01-19-2-001,DONE,2026-05-03 01:54:12,2026-05-03 01:55:57,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,42457189583_285609236259,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,29133847825_258212006632,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,26542883077_266948780964,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,41970811001_261698240331,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,5,5,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,28626623000_89109264106,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030148,CCTBRFPE12605030198,40967134832_271414343914,BRFPE1-HS36-01-06-1-001,DONE,2026-05-03 01:54:36,2026-05-03 01:57:17,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030149,CCTBRFPE12605030200,29079675431_223944333183,BRFPE1-HS35-01-19-2-002,DONE,2026-05-03 01:56:07,2026-05-03 01:56:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030149,CCTBRFPE12605030200,41102597468_275214536427,BRFPE1-HS35-01-19-2-002,DONE,2026-05-03 01:56:07,2026-05-03 01:56:27,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030149,CCTBRFPE12605030200,52806491787_370583904495,BRFPE1-HS35-01-19-2-002,DONE,2026-05-03 01:56:07,2026-05-03 01:56:27,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030150,CCTBRFPE12605030201,27092169894_306746928963,BRFPE1-HS35-01-21-2-001,DONE,2026-05-03 01:56:31,2026-05-03 01:57:41,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030150,CCTBRFPE12605030201,52301656682_405149952029,BRFPE1-HS35-01-21-2-001,DONE,2026-05-03 01:56:31,2026-05-03 01:57:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030150,CCTBRFPE12605030201,41279970169_310766039946,BRFPE1-HS35-01-21-2-001,DONE,2026-05-03 01:56:31,2026-05-03 01:57:41,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030151,CCTBRFPE12605030202,50601183150_410107209933,BRFPE1-HS35-01-21-2-002,DONE,2026-05-03 01:57:47,2026-05-03 01:58:23,ManualCreation,1,Y,1,2,1,1
